Geneid	SRR580389	SRR580390	SRR580391	SRR580392	SRR580393	SRR580394
V.g18420.t1	42	77	29	166	54	127
V.g16456.t1	195	164	139	348	148	228
X.g19569.t1	381	318	295	689	354	623
IV.g12588.t1	27	32	18	67	33	47
III.g9409.t1	13004	14791	13333	7077	4911	8268
III.g8096.t1	3931	3590	3594	5736	4717	5685
II.g5250.t1	1993	2095	2043	713	839	1011
II.g5855.t1	0	0	0	0	3	0
I.g2545.t1	1	4	2	3184	2968	2937
V.g13871.t1	4	12	8	8	15	8
II.g5375.t1	2829	3451	2702	2955	2246	3540
III.g7974.t1	24	9	22	141	110	107
X.g20336.t1	204	330	235	667	313	622
X.g20100.t3	529	316	342	551	167	322
I.g2203.t1	1839	1936	1760	1201	1688	1596
III.g8417.t2	9	15	13	17	9	26
X.g20695.t1	3	0	1	23	6	5
II.g5802.t2	2009	2216	1885	1112	1144	1334
II.g5017.t1	1	0	0	3742	6218	4348
X.g19236.t1	0	0	1	7	0	1
X.g22157.t1	164	144	149	215	133	197
II.g4632.t2	5	3	8	1597	959	1420
X.g22034.t1	715	914	740	978	509	965
X.g20726.t3	256	294	254	424	383	431
V.g13895.t2	1	3	2	4	7	6
X.g20038.t1	473	472	394	368	391	329
I.g2538.t1	2379	2316	2212	743	836	764
III.g9909.t1	1353	1512	1140	1549	1521	1707
III.g9354.t1	44	36	27	213	135	180
I.g2862.t2	1074	1563	1131	2126	2676	2451
IV.g11660.t2	962	730	1017	728	307	547
V.g15907.t1	42	76	46	134	65	103
II.g4300.t1	42	38	36	87	89	86
V.g15173.t2	139	162	99	364	273	432
IV.g12758.t2	5020	5547	4992	2411	3959	3661
III.g8347.t1	1206	1097	1152	1053	1274	1081
V.g17353.t1	373	304	290	1631	1197	1505
X.g20431.t1	919	903	765	1275	1063	1407
I.g3239.t2	7	20	7	86	114	95
V.g18370.t1	1085	981	961	741	732	731
II.g6450.t1	1969	2168	1968	1151	1220	1393
X.g19435.t3	284	329	249	524	158	329
IV.g12191.t1	1087	1337	1140	439	750	677
IV.g13800.t1	38	26	24	61	62	78
X.g19234.t1	22	18	17	29	7	19
X.g20818.t1	3702	3606	3602	3269	3874	3530
V.g17200.t1	301	422	258	1790	1113	1494
X.g18997.t1	16	12	8	107	86	95
III.g9905.t1	599	510	613	420	383	507
IV.g11859.t1	40	22	30	200	194	219
X.g19384.t1	320	403	314	333	146	282
X.g21007.t1	174	124	101	208	105	164
I.g2008.t1	3	2	0	684	577	693
X.g19264.t1	503	353	409	1170	354	961
I.g2737.t1	2495	2616	2427	2071	2006	2305
V.g15543.t2	316	256	159	279	234	224
III.g10322.t1	3	4	4	17	10	15
III.g10119.t2	10	2	2	20	0	6
X.g19473.t1	8	2	5	10	8	7
IV.g13718.t1	1085	896	986	489	499	477
II.g5467.t1	1984	2755	1884	4058	5604	7291
II.g4574.t1	305	387	277	358	1008	665
V.g15714.t1	10	8	6	69	79	58
V.g16532.t1	1976	1958	1821	614	942	992
V.g16080.t1	325	239	241	495	271	351
V.g16556.t1	2918	3310	2911	1822	2068	2051
I.g2824.t1	16	20	9	160	42	57
V.g15589.t2	1	1	1	8	12	5
V.g18454.t1	368	342	297	912	325	632
X.g19423.t1	53	62	47	215	55	147
X.g21709.t1	72	21	19	243	71	79
X.g20367.t2	46	66	42	73	83	62
IV.g12701.t2	221	177	220	126	125	156
II.g5830.t5	3519	3921	3375	943	1393	1528
V.g16175.t1	40	49	41	167	101	101
III.g9238.t1	3700	3730	3707	1222	1573	1472
V.g16364.t1	187	91	113	195	77	120
X.g18564.t1	417	389	372	305	329	353
II.g4143.t1	4714	5151	4545	4407	2726	4331
IV.g13717.t1	1021	1086	1058	1035	1232	1187
X.g20731.t3	231	198	244	601	360	471
X.g19464.t1	973	1355	1157	87	97	322
X.g20479.t2	19	22	20	298	127	205
III.g8422.t2	76	68	62	297	537	324
III.g8784.t1	643	649	635	389	525	507
II.g5506.t1	29	23	27	120	121	258
III.g9235.t1	18	4	7	32	45	30
X.g20028.t2	9	10	5	69	89	56
I.g2962.t1	2922	3349	2880	1839	1321	2125
III.g9228.t1	2214	2420	2193	1243	1855	1730
V.g16534.t2	24	20	19	112	98	83
II.g7388.t1	127	34	30	291	14	170
X.g18743.t1	51	33	21	313	152	205
II.g4032.t1	1245	1154	1125	394	460	468
X.g20266.t3	97	100	81	81	136	124
IV.g13284.t1	15	29	16	712	534	680
V.g16656.t2	10	4	4	177	84	116
III.g7600.t2	4080	3973	3762	1949	2288	2545
V.g17002.t2	1195	1332	1155	1168	1308	1390
II.g5071.t1	15	18	15	376	271	309
III.g8447.t1	592	605	573	432	515	384
X.g20005.t1	13	22	22	18	21	13
II.g5821.t1	21	33	8	49	22	54
X.g18676.t1	2	3	1	3	4	3
IV.g13826.t1	61	36	57	89	88	84
III.g7815.t1	56	91	76	182	161	148
V.g15866.t1	2	4	3	9	12	17
IV.g11323.t1	21	40	22	125	181	159
II.g4487.t1	2386	2626	2050	1659	2187	2354
V.g15890.t1	3469	4841	2319	6302	9389	7482
IV.g11322.t1	5	14	3	34	9	16
II.g5007.t1	115	169	93	202	213	248
X.g20331.t1	15	14	5	48	87	59
X.g20442.t1	0	1	0	15	5	9
I.g2363.t1	50	54	11	222	97	103
X.g20350.t1	201	100	119	275	179	209
X.g20040.t1	1576	2114	1544	3071	1083	2807
IV.g12251.t2	524	868	452	731	885	888
X.g19157.t1	231	235	216	386	297	325
X.g20914.t1	73	69	50	233	349	235
X.g18879.t1	19	20	4	40	31	33
X.g18745.t3	5	2	4	13	9	4
V.g14183.t1	50	23	30	251	10	101
X.g20995.t1	294	353	238	422	334	409
II.g6077.t1	2300	2400	2417	1378	1893	1857
IV.g10763.t1	567	599	585	311	335	375
X.g21818.t1	2671	1822	1591	1601	3201	1631
III.g10094.t1	1	1	1	2	1	2
III.g8372.t1	2419	2930	2444	2615	3517	3204
I.g3907.t1	4502	4624	4325	3497	2732	3332
V.g15346.t1	8	6	4	31	8	17
X.g19288.t1	16	35	10	158	36	64
II.g5917.t1	3436	2885	2944	3955	3449	3745
I.g1248.t3	1484	1135	1363	1164	1269	1227
V.g17315.t1	7	8	2	25	39	17
X.g20241.t1	1210	1188	1108	981	864	828
III.g8651.t2	824	843	724	1175	634	1000
II.g3998.t3	43534	43985	42004	29815	19359	28873
II.g4094.t2	2648	2533	2486	1755	1505	2045
I.g3598.t1	900	962	853	893	735	924
II.g7387.t1	13	10	17	28	11	14
X.g20371.t1	615	358	125	1700	343	488
X.g19506.t1	65	59	56	279	319	291
III.g9223.t1	2335	2494	2342	1024	1568	1546
V.g14206.t2	1895	1730	1707	1187	1305	1310
III.g9000.t1	1782	2081	1891	942	1199	1306
II.g4276.t2	167	156	163	321	210	266
X.g20526.t1	1488	1146	1153	4013	1721	3021
III.g8392.t1	3926	4357	4022	1986	2166	2595
X.g19717.t1	17	6	2	80	9	41
II.g5936.t1	901	899	867	231	307	299
II.g5258.t1	4	5	1	51	22	15
IV.g12769.t1	1590	1635	1547	925	1234	1196
V.g14368.t3	31	26	17	111	91	99
X.g21752.t1	84	84	86	93	109	94
I.g3061.t1	1425	1429	1269	1920	1740	1993
III.g7909.t1	205	227	220	157	155	189
X.g20414.t2	43	75	22	186	121	176
III.g7431.t1	2847	2741	2655	1260	1832	1409
X.g18888.t1	66	69	70	110	137	117
X.g20794.t1	317	243	217	735	600	684
IV.g11781.t2	826	566	732	605	693	603
I.g2457.t1	3908	4067	3568	3360	3087	3438
X.g20718.t1	155	263	219	358	231	410
V.g15116.t1	16	17	7	32	20	21
I.g1200.t1	170	119	113	491	391	588
X.g20486.t1	160	132	121	89	115	102
I.g3276.t1	10	16	11	49	63	47
X.g21098.t2	42	30	42	85	90	70
I.g2796.t1	1777	1954	1985	804	608	952
I.g2712.t1	4679	5411	5535	3474	5197	5000
V.g17430.t1	656	535	591	304	463	367
V.g17124.t1	1096	1179	1098	352	380	434
X.g19898.t1	13	11	7	56	27	26
I.g3887.t1	966	810	815	3753	1962	3321
II.g6372.t1	3089	3395	3198	637	1122	1040
II.g4658.t1	85	83	93	71	11	54
V.g15683.t1	274	261	214	1144	997	1199
III.g10188.t1	31	13	5	166	58	72
I.g2562.t2	15	16	11	88	114	90
III.g9423.t1	778	756	737	448	857	653
X.g20132.t2	37	30	27	71	104	78
V.g16735.t2	268	263	238	340	269	347
X.g18646.t1	326	281	325	411	299	320
V.g15682.t1	3206	3140	2946	1800	2365	2138
II.g3997.t2	1832	2085	1709	1011	1284	1421
X.g20412.t1	637	787	645	338	336	380
X.g21486.t2	12	5	8	34	12	26
V.g14371.t1	8	7	5	26	13	22
X.g20857.t1	26	21	18	6	3	8
X.g20978.t1	221	198	162	233	133	170
V.g13888.t1	11015	12296	10505	8848	10074	11330
X.g19232.t1	319	388	375	68	55	112
III.g8108.t2	892	898	868	622	755	767
III.g8808.t1	2342	2486	2357	1654	2093	1963
IV.g12210.t1	2505	2655	2287	1921	2788	2306
III.g10409.t3	1233	1375	1127	603	729	874
I.g2724.t1	1925	1932	1901	1328	1547	1548
II.g5402.t1	2879	3003	2706	975	849	1169
X.g19698.t1	35	25	21	70	21	40
IV.g11549.t1	1850	1991	1714	1128	1426	1381
II.g5060.t1	4131	4386	4081	3874	4530	4491
II.g5437.t1	18	22	15	55	59	55
X.g19882.t1	27	8	20	18	27	24
II.g5147.t1	31	11	17	68	60	42
I.g1265.t1	2047	2231	2043	1787	1747	2056
II.g6145.t2	99	400	136	620	272	609
I.g3154.t1	203	182	211	158	174	202
III.g8729.t1	14689	15459	13952	11983	14783	14186
II.g4245.t4	25	20	25	192	137	177
IV.g12048.t1	4299	3779	3673	2706	3481	3239
II.g5745.t1	4	0	3	25	9	1
X.g21756.t2	75	71	97	90	115	83
II.g4099.t1	2	3	1	13	5	3
II.g6052.t1	157	165	157	467	469	568
X.g18702.t1	491	430	355	236	325	237
V.g16728.t1	2	6	1	109	43	93
X.g19294.t2	5	8	7	19	14	13
X.g19272.t1	376	478	352	320	256	306
V.g16225.t1	30	23	16	92	64	67
III.g7541.t1	219	279	155	552	956	827
X.g20633.t1	420	306	327	520	677	661
III.g9413.t1	120	156	99	232	327	279
V.g14524.t1	13135	14023	13500	6404	3404	5759
X.g21558.t2	36	73	29	124	91	92
V.g16652.t1	1383	1476	1274	1009	1210	1074
II.g5274.t1	2762	2180	2253	4425	4681	4663
X.g19603.t1	492	150	209	591	162	296
X.g19637.t2	603	760	579	1711	713	1546
V.g15668.t1	4251	4818	4127	2269	2025	2906
IV.g12864.t1	561	419	405	618	389	534
V.g14160.t2	342	314	285	989	422	652
V.g18506.t1	1211	1255	1183	744	1058	857
IV.g13090.t3	142	117	101	589	512	500
III.g10138.t1	1	2	1	691	477	554
I.g773.t1	58	58	41	15016	7056	13139
III.g9289.t1	2811	2876	2595	2367	2297	2526
IV.g12096.t1	2805	2885	2415	2031	2677	2319
V.g17410.t1	695	592	542	902	651	829
II.g4040.t1	104	149	90	492	166	291
V.g16721.t1	17	36	23	127	145	99
X.g20024.t1	1132	707	918	1791	443	1145
X.g18544.t2	12	7	9	19	22	7
X.g21570.t1	272	263	238	377	476	326
IV.g12022.t1	679	464	546	682	1263	584
III.g8946.t1	3085	3060	2918	2041	2428	2622
V.g13907.t1	66	90	63	320	271	214
X.g22375.t2	21	20	16	123	74	117
III.g8444.t1	1847	1997	1199	1940	10300	3765
I.g2611.t1	891	943	885	548	677	623
II.g5092.t1	0	0	1	9	5	6
X.g18778.t1	19	17	13	54	53	43
IV.g10510.t1	11	25	6	56	38	40
I.g2041.t1	686	786	660	576	1084	708
II.g4070.t1	1207	1284	1587	114	181	754
X.g21212.t1	41	37	35	146	123	126
X.g19320.t2	57	47	35	165	647	185
IV.g12896.t1	1482	1509	1432	1150	1184	1415
I.g1009.t1	542	572	510	139	217	215
III.g7418.t2	493	516	372	1119	1222	1247
IV.g13011.t1	1	5	5	88	71	54
V.g15164.t1	6	3	4	16	14	8
II.g4275.t1	0	0	0	0	0	0
X.g19538.t1	69	114	47	286	84	216
X.g20550.t3	89	146	44	1037	231	383
X.g19695.t1	845	939	792	1249	436	1127
II.g6098.t1	2	0	0	2755	2247	2546
I.g2346.t2	2252	2729	2144	982	929	1223
X.g21568.t1	1535	1530	882	911	1381	1034
X.g20567.t2	1244	1059	1077	1037	399	774
I.g3814.t2	308	360	207	854	1003	1060
X.g20488.t1	2	1	5	38	27	28
III.g8968.t1	865	875	846	663	849	737
II.g5486.t1	11	7	4	28	35	25
V.g16418.t1	33	33	25	108	65	85
II.g6036.t1	67	52	64	179	86	145
X.g19992.t1	0	0	2	9	2	5
II.g4793.t1	60	40	59	86	55	86
X.g20171.t1	155	247	129	271	143	333
X.g21461.t2	97	84	40	776	140	246
III.g8632.t2	36	37	45	46	46	46
I.g2751.t1	12	19	12	165	149	163
II.g5422.t1	2804	3059	2836	1472	1957	2129
II.g4536.t1	142	161	151	173	110	228
X.g19372.t1	7	6	3	35	19	25
V.g16260.t1	203	184	171	153	245	167
X.g19323.t1	226	184	137	324	552	285
II.g5464.t1	879	1254	550	1710	929	1670
IV.g12364.t1	1950	1934	1880	1029	1295	1142
V.g15894.t2	374	372	352	258	476	342
IV.g12559.t2	981	1071	926	471	480	570
X.g20382.t1	123	136	94	142	153	153
X.g21037.t1	138	76	53	470	493	352
V.g16112.t1	8	17	14	34	16	22
I.g2012.t1	261	242	192	523	212	397
X.g21232.t3	93	135	85	143	274	198
X.g20772.t2	200	165	126	400	121	204
IV.g11764.t3	6791	7567	7044	5151	4901	6079
III.g8909.t1	3380	3502	3341	2175	2766	2825
I.g2718.t1	8561	7929	8333	13634	10249	12343
V.g17418.t1	0	0	1	680	482	572
V.g14086.t1	0	0	1	1	0	2
II.g5420.t1	2925	3176	2831	1525	2217	2070
X.g21008.t1	14	24	10	97	184	92
IV.g13486.t3	158	329	151	162	90	208
X.g20496.t1	191	171	112	498	699	511
X.g21822.t1	84	52	70	383	226	292
X.g20245.t1	267	329	199	546	529	587
I.g2708.t2	3289	3465	3151	1576	2646	2218
X.g20162.t1	116	91	57	423	169	240
X.g20300.t2	127	70	60	184	103	114
X.g21517.t3	1526	1721	1308	1740	2329	1888
X.g20307.t1	20	17	11	87	83	69
X.g19283.t1	111	104	71	259	172	287
I.g2368.t1	4	3	4	4442	4042	4262
X.g19101.t1	3333	3840	2737	4021	1898	3593
X.g20160.t3	72	60	68	79	72	68
I.g2155.t1	153	119	122	233	115	179
X.g20445.t1	4994	3736	4552	4053	2557	3258
IV.g11823.t1	3360	3529	2999	3114	3595	3209
X.g20546.t1	1603	1230	1393	3902	2316	3491
IV.g12619.t1	130	73	96	191	100	135
V.g16761.t1	67	61	33	223	155	205
X.g19293.t1	25	39	24	45	98	56
I.g2777.t1	1044	942	998	706	840	785
V.g18281.t1	19780	19728	16399	7294	5122	6982
I.g1885.t1	2777	3045	2531	2350	4119	3063
IV.g12478.t1	3936	4478	4047	2282	3162	3173
X.g20045.t1	87	67	72	161	106	131
X.g20788.t2	7	12	10	35	21	24
X.g21898.t1	490	550	530	641	531	725
I.g3899.t1	1700	1855	1662	633	913	954
II.g7298.t1	154	247	56	124	126	130
IV.g13580.t2	474	389	287	1036	676	896
V.g16504.t3	327	240	315	531	293	482
X.g20680.t1	22587	38577	24479	21357	17281	22629
I.g3768.t1	676	641	575	213	279	295
IV.g13693.t1	1396	1194	1168	2293	1341	2366
X.g18933.t1	1289	1535	1386	1766	1015	1689
II.g6477.t1	1182	1155	1197	490	579	666
II.g4573.t1	2	9	1	1037	733	954
X.g19483.t1	209	230	220	89	86	114
I.g2371.t1	40	25	39	471	355	402
II.g3957.t1	1429	825	1311	3034	1118	2267
III.g8336.t2	1	0	2	379	401	397
II.g4309.t1	4182	3951	3707	1613	1853	2188
X.g21744.t1	453	363	389	536	190	392
III.g8390.t2	226	162	202	395	364	539
X.g21475.t1	48	22	48	137	49	52
I.g2015.t1	10731	11532	11102	5316	4990	6540
III.g8820.t2	25	39	30	144	136	89
III.g8187.t2	15625	13738	14442	19901	12448	18363
X.g20422.t1	80	49	28	457	126	154
V.g15891.t1	287	187	223	499	326	351
X.g20047.t1	808	774	659	785	986	929
II.g5355.t1	5217	5034	5020	2899	3965	3359
X.g19305.t1	43	40	31	22	23	31
X.g20667.t1	254	245	180	109	210	126
I.g744.t1	5172	4665	4038	3666	7692	4301
III.g8644.t1	314	329	254	412	603	444
IV.g12130.t1	129	157	103	268	523	262
III.g8344.t1	425	442	388	954	903	857
III.g8232.t1	25	37	25	21	25	37
II.g7269.t1	2879	3287	2999	1730	1645	2262
X.g20990.t2	1627	4039	1238	3910	1344	4151
X.g20067.t1	205	196	155	910	937	878
IV.g10435.t1	1	0	1	300	189	238
II.g5342.t2	3898	3741	3393	1228	2041	1657
X.g18639.t1	30	29	26	81	52	67
X.g21036.t1	9	10	7	31	46	47
V.g16343.t1	1305	1473	1266	267	397	422
X.g21983.t1	173	197	140	428	280	311
I.g3921.t1	7083	7238	7102	3422	3973	4607
V.g14229.t1	63	53	58	207	217	178
X.g19654.t1	363	403	327	340	293	369
III.g9901.t1	1178	1069	1062	807	900	941
III.g8678.t1	2	4	0	967	928	877
I.g1482.t1	3506	3198	2955	2719	1965	2258
V.g15544.t1	1491	1285	1292	1002	1231	1088
III.g7906.t1	5175	4815	5008	6842	3987	6017
X.g19444.t1	243	226	185	299	271	327
X.g19063.t1	143	152	128	359	416	327
V.g16738.t1	5	9	9	3	13	9
V.g16819.t2	1966	2269	1871	619	821	963
IV.g12351.t1	62	65	76	102	96	125
X.g20571.t2	441	343	281	39	25	47
X.g18895.t2	130	119	103	258	213	262
X.g21481.t1	1627	1961	1599	2729	1884	2433
I.g1095.t1	1060	1209	1047	1133	946	1221
III.g10114.t1	88	77	49	103	87	129
I.g1881.t1	2543	2827	2380	1997	2782	2625
V.g15383.t1	20	9	8	46	83	51
III.g10215.t1	521	503	448	178	157	197
X.g19256.t1	2776	2115	2306	2995	2092	2323
X.g20358.t1	6	11	3	119	19	25
X.g18649.t2	707	622	776	824	203	781
III.g8286.t2	79	69	71	179	207	162
IV.g12807.t2	99	117	122	199	197	235
V.g15480.t1	7016	7042	7108	6547	5499	7464
X.g20066.t2	684	714	644	1111	929	1444
I.g3059.t1	12	7	9	22	22	30
V.g16253.t1	70	74	65	136	138	116
V.g17273.t1	0	0	0	272	140	249
III.g9068.t1	0	0	0	1	1	0
III.g9243.t1	1467	2131	1236	2773	6458	3696
X.g18571.t1	248	135	263	199	66	139
X.g21040.t1	16	19	13	84	50	48
X.g20647.t3	231	254	203	155	90	217
III.g7662.t2	288	158	220	453	78	171
X.g19634.t1	170	145	194	426	239	268
IV.g11474.t1	1699	1664	1529	783	967	1002
III.g8837.t1	162	117	89	318	1372	428
III.g9209.t1	904	794	883	602	683	604
X.g20489.t2	227	234	207	132	163	160
III.g7948.t1	94	57	53	78	104	75
X.g20361.t1	502	233	359	1001	360	651
X.g19458.t2	367	339	293	436	744	504
X.g20544.t1	5	2	4	11	7	5
III.g9381.t1	625	754	634	210	290	262
III.g7579.t1	672	574	621	445	607	480
X.g20795.t1	299	292	222	287	241	242
X.g21025.t1	11	11	9	46	51	34
I.g1017.t1	114	89	85	177	142	93
X.g19233.t1	159	201	158	132	65	138
III.g8274.t2	890	622	723	1810	972	1739
IV.g11818.t1	7	13	5	324	337	293
X.g20753.t1	276	290	286	152	161	154
III.g9150.t1	31461	37101	32400	24567	25809	29635
III.g9340.t1	472	547	468	588	648	737
IV.g12024.t2	8	4	8	2943	2394	2668
X.g19746.t1	1439	1420	1132	2443	2159	2664
X.g20306.t3	6321	4112	4807	4179	3635	3807
I.g1350.t2	6184	6993	6397	2294	2817	2880
V.g15535.t1	46	41	30	227	102	161
X.g19475.t1	21	29	7	158	90	126
IV.g12524.t1	12195	14010	7125	14110	20430	16301
III.g10410.t1	262	262	257	336	397	337
X.g20591.t1	39	32	30	46	92	72
III.g10320.t1	1431	1678	1467	362	401	474
III.g8895.t2	971	1059	924	658	987	775
I.g725.t2	216	192	146	164	145	245
I.g1488.t2	1102	1143	988	906	1007	1003
II.g5485.t1	11	3	1	47	33	17
X.g18607.t1	614	673	528	1055	631	899
V.g17288.t1	8	7	3	29	21	19
III.g8802.t1	953	732	856	607	940	698
II.g4842.t1	5	4	2	2053	1359	1920
III.g7792.t2	109	107	113	121	58	103
X.g19185.t1	139	152	95	504	789	683
V.g15818.t1	25	24	14	100	90	106
I.g2541.t2	5027	5947	5176	1989	2139	2590
X.g20392.t1	712	431	461	785	1433	1044
X.g20349.t1	239	240	227	102	107	127
V.g16400.t1	2924	2637	2651	3619	2763	3070
V.g15784.t1	1975	2008	918	3801	8888	4375
X.g18998.t1	6	22	2	28	14	13
V.g16500.t1	811	831	663	485	753	586
X.g19477.t1	0	1	1	2	2	3
X.g18752.t2	401	344	284	520	209	377
V.g16230.t1	344	605	260	922	350	874
III.g7673.t1	1418	1500	1493	1396	1050	1462
X.g20303.t1	84	103	84	72	69	77
III.g9259.t2	62	47	48	119	155	132
III.g7513.t3	208	310	219	285	320	407
IV.g13406.t1	166	185	136	92	165	107
X.g19158.t1	438	399	392	516	283	397
IV.g13665.t1	2	5	3	3	2	4
III.g9234.t1	614	580	445	1208	1460	1255
I.g2869.t2	8	3	0	34	22	16
I.g1623.t1	624	736	576	1746	981	1999
III.g7583.t1	114	132	109	126	94	147
X.g19090.t1	38	43	31	96	143	121
X.g20686.t1	10	6	12	47	74	58
III.g8089.t2	15	8	21	77	54	63
X.g21724.t1	27	29	16	45	61	43
X.g20460.t1	984	1488	871	1264	2120	1300
I.g1439.t1	3061	2814	2756	3340	2851	3344
X.g20242.t3	825	915	779	873	657	805
III.g8860.t1	6837	6203	6678	911	1154	1506
X.g18907.t1	93	72	69	16	16	14
X.g20588.t1	105	114	108	64	94	90
X.g19700.t1	1	3	1	18	14	10
X.g20391.t1	4	3	3	28	20	30
III.g7581.t1	755	853	856	600	551	660
II.g5244.t1	1785	2295	1547	4749	7558	5707
IV.g11784.t1	3036	3232	2987	2155	3296	2924
IV.g12786.t1	160	43	28	375	61	156
X.g19604.t2	1203	623	604	77	74	85
II.g7249.t1	3028	3366	2889	2641	3380	3013
II.g6157.t1	1426	1559	1368	1148	1290	1386
X.g19901.t3	494	566	449	779	701	831
X.g20409.t1	643	695	555	766	623	703
II.g5191.t1	5939	5592	5622	4077	4137	4665
X.g21582.t1	7	4	7	7	26	14
II.g6080.t3	0	0	2	3	7	7
X.g20156.t1	1224	1381	1129	1157	1110	1222
IV.g12021.t2	62	25	53	87	91	75
X.g20905.t1	507	480	349	432	1076	426
V.g13878.t1	1	4	2	13	9	11
X.g21249.t1	34	23	13	85	38	54
X.g18827.t2	1002	1045	906	746	806	844
IV.g10889.t2	97	70	60	456	626	372
X.g20437.t1	1668	1299	1333	1182	1120	950
III.g8508.t2	1157	1430	1279	658	897	832
III.g9241.t1	792	789	766	742	957	915
I.g875.t1	1174	1250	1178	797	785	830
V.g14007.t1	157	154	118	273	415	329
V.g16686.t1	732	647	529	842	991	807
V.g18353.t1	146	98	93	181	169	193
III.g8412.t1	12083	13390	11607	6945	8242	8675
III.g9120.t1	223	138	184	503	220	308
IV.g13825.t2	4	3	6	8	11	9
V.g17366.t1	0	0	0	0	0	0
X.g19940.t1	44	77	28	461	102	107
X.g19287.t1	661	827	556	772	544	694
II.g5008.t1	105	42	61	154	77	75
X.g19098.t2	415	415	471	244	106	206
X.g20041.t1	3331	2453	2674	2864	931	2100
I.g1315.t1	539	254	442	545	105	286
II.g6201.t1	1475	1533	1253	555	749	816
I.g2613.t1	5779	6125	5518	1317	1092	1583
X.g18744.t2	102	78	92	147	94	123
II.g5190.t2	71	40	53	213	93	146
X.g20272.t3	54	80	48	116	68	90
III.g9358.t1	69	58	38	93	60	72
II.g3954.t1	181	163	141	959	1317	1056
X.g19065.t1	35	38	25	30	48	39
III.g8391.t1	1774	1921	1899	1359	1545	1606
V.g16375.t1	494	486	347	938	518	816
X.g20415.t1	24	13	9	84	55	51
X.g21820.t1	121	76	42	1138	254	367
X.g21733.t1	2214	1730	1952	2528	3239	2455
II.g5725.t1	108	116	74	502	414	688
V.g15160.t1	1384	471	729	1585	1528	1165
V.g18237.t3	1481	1586	1476	1188	958	1200
II.g4669.t3	1492	1806	1289	1641	3072	2231
V.g17285.t1	43	27	36	46	12	34
V.g14576.t1	76	124	94	117	83	125
V.g16913.t1	9	20	7	121	35	34
X.g20593.t2	2421	3023	2355	3449	1394	2866
X.g21731.t1	475	471	422	718	490	620
II.g4089.t2	2	5	4	18	6	12
X.g18911.t1	170	136	134	302	157	327
IV.g12544.t1	40	39	18	255	120	169
IV.g12507.t1	3092	3003	2937	968	1231	1361
X.g18524.t1	162	167	145	202	155	209
V.g17340.t1	297	617	279	2775	1620	2141
X.g18724.t1	203	196	173	200	183	173
III.g8723.t1	1340	1224	1200	794	798	817
II.g4533.t1	100	105	102	307	342	375
IV.g13667.t1	14	17	16	20	28	16
II.g7233.t1	185	270	216	10	23	39
X.g20771.t1	136	206	181	328	270	295
III.g9264.t2	4602	3122	4213	2831	3345	2922
X.g21217.t1	648	721	696	279	345	386
X.g18731.t1	400	450	360	574	387	543
I.g1158.t1	1819	1571	1654	1228	1264	1422
V.g17384.t1	53	87	55	208	94	165
V.g16749.t1	1039	1063	1021	581	831	724
V.g16551.t1	115	96	84	126	70	107
I.g3513.t1	161	127	120	299	228	250
III.g7618.t1	3189	3942	3193	2697	2469	2737
III.g10187.t2	24	29	28	82	83	97
IV.g12893.t1	4206	4308	4038	3281	3025	4102
III.g10089.t1	39	56	46	93	39	96
III.g8851.t1	69	44	39	232	450	294
X.g21235.t3	2	2	2	6	13	10
III.g8080.t1	151	186	134	313	356	343
III.g7933.t3	4932	4824	4494	3311	2309	3405
V.g16019.t1	149	153	162	103	67	96
III.g7636.t1	123	192	155	358	244	340
IV.g12337.t1	4519	5261	4305	1070	1416	1452
II.g4991.t1	2657	3016	2722	1273	1123	1525
IV.g12952.t1	260	389	227	612	618	881
X.g19893.t1	89	75	57	169	378	205
II.g4912.t1	1336	841	1008	547	802	580
X.g18605.t1	864	863	851	836	577	629
X.g18708.t2	129	114	89	286	357	293
I.g1547.t1	3	10	5	74	61	78
IV.g12069.t1	1928	2008	1839	1471	1155	1444
IV.g12532.t1	1269	1320	1298	683	664	756
I.g1956.t1	959	979	890	601	635	698
X.g20096.t1	0	2	1	9	6	3
I.g2037.t1	3190	3479	3461	3131	2833	3307
X.g19647.t1	30	47	34	143	170	167
III.g10357.t1	2808	3220	2940	566	1118	1141
II.g5204.t1	3131	3053	2906	1686	2117	2000
X.g20858.t1	73	53	29	118	104	90
III.g9087.t1	1826	2194	1787	1309	1702	1632
V.g14429.t2	3535	4168	3523	2236	1874	2399
I.g3853.t1	1632	1343	1279	1511	1741	1624
III.g9935.t2	151	111	117	561	464	545
X.g20746.t4	288	247	202	235	364	233
X.g20027.t2	88	79	61	107	94	111
X.g19049.t2	10	4	6	46	29	31
I.g3037.t1	1818	1746	1611	1392	1688	1657
II.g5595.t1	1899	2161	1816	1463	2698	2090
III.g9199.t1	16	14	13	110	61	60
I.g3843.t2	872	981	854	866	578	937
I.g2405.t2	4185	4442	3937	64587	43903	55145
IV.g13551.t1	533	479	512	187	275	220
III.g8845.t1	1164	1376	1091	1114	1472	1333
X.g19535.t1	50	95	12	1004	126	157
I.g770.t3	65	108	91	127	136	135
V.g16284.t1	19	14	15	195	240	209
V.g16167.t1	0	0	0	4	7	7
III.g9524.t2	59	16	49	100	51	116
II.g5231.t1	1886	2105	1897	664	976	1011
II.g5814.t1	2055	2455	2545	1130	1877	1704
IV.g12467.t1	191	265	171	319	1122	417
